"_id";"timestamp";"eventName";"transactionId";"userId";"trackingIds";"runAs";"objectId";"operation";"before";"after";"changedFields";"revision";"component";"realm"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4507";"2023-06-11T21:20:51.920Z";"AM-CONFIG-CHANGE";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-13";;;"id=dsameuser,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=http://openam.example.com:7070/openam,ou=com-sun-identity-servers,ou=default,ou=GlobalConfig,ou=1.0,ou=iPlanetAMPlatformService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"UPDATE";;;"[""sunKeyValue""]";;;
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4509";"2023-06-11T21:20:51.933Z";"AM-CONFIG-CHANGE";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-13";;;"id=dsameuser,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=http://openam.example.com:7070/openam,ou=com-sun-identity-servers,ou=default,ou=GlobalConfig,ou=1.0,ou=iPlanetAMPlatformService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"UPDATE";;;"[""sunKeyValue""]";;;
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4511";"2023-06-11T21:20:51.953Z";"AM-CONFIG-CHANGE";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-13";;;"id=dsameuser,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=iPlanetAMWebAgentService,ou=registeredApplications,ou=default,ou=OrganizationConfig,ou=1.0,ou=sunEntitlementService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"UPDATE";;;"[""sunserviceID"",""objectclass"",""sunxmlKeyValue"",""sunKeyValue""]";;;"/"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4513";"2023-06-11T21:20:51.957Z";"AM-CONFIG-CHANGE";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-13";;;"id=dsameuser,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=sunAMDelegationService,ou=registeredApplications,ou=default,ou=OrganizationConfig,ou=1.0,ou=sunEntitlementService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"UPDATE";;;"[""sunserviceID"",""sunxmlKeyValue"",""sunKeyValue"",""objectclass""]";;;"/"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5166";"2023-06-11T21:23:39.059Z";"AM-CONFIG-CHANGE";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5164";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"o=Users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5168";"2023-06-11T21:23:39.065Z";"AM-CONFIG-CHANGE";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-561";;;"id=dsameuser,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=services,o=users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5172";"2023-06-11T21:23:39.067Z";"AM-CONFIG-CHANGE";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-561";;;"id=dsameuser,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=sunEntitlementService,ou=services,o=users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5171";"2023-06-11T21:23:39.065Z";"AM-CONFIG-CHANGE";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5164";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"o=Users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"UPDATE";;;"[""sunxmlKeyValue"",""sunKeyValue""]";;;"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5174";"2023-06-11T21:23:39.069Z";"AM-CONFIG-CHANGE";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-561";;;"id=dsameuser,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=1.0,ou=sunEntitlementService,ou=services,o=users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5176";"2023-06-11T21:23:39.072Z";"AM-CONFIG-CHANGE";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-561";;;"id=dsameuser,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=OrganizationConfig,ou=1.0,ou=sunEntitlementService,ou=services,o=users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5178";"2023-06-11T21:23:39.073Z";"AM-CONFIG-CHANGE";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5164";;;"id=dsameuser,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=AgentService,ou=services,o=Users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5180";"2023-06-11T21:23:39.073Z";"AM-CONFIG-CHANGE";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-561";;;"id=dsameuser,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=default,ou=OrganizationConfig,ou=1.0,ou=sunEntitlementService,ou=services,o=users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5183";"2023-06-11T21:23:39.074Z";"AM-CONFIG-CHANGE";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-561";;;"id=dsameuser,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=registeredResourceTypes,ou=default,ou=OrganizationConfig,ou=1.0,ou=sunEntitlementService,ou=services,o=users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5184";"2023-06-11T21:23:39.074Z";"AM-CONFIG-CHANGE";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5164";;;"id=dsameuser,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=1.0,ou=AgentService,ou=services,o=Users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5186";"2023-06-11T21:23:39.079Z";"AM-CONFIG-CHANGE";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5164";;;"id=dsameuser,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=Instances,ou=1.0,ou=AgentService,ou=services,o=Users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5188";"2023-06-11T21:23:39.080Z";"AM-CONFIG-CHANGE";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5164";;;"id=dsameuser,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=agentgroup,ou=Instances,ou=1.0,ou=AgentService,ou=services,o=Users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5190";"2023-06-11T21:23:39.081Z";"AM-CONFIG-CHANGE";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-561";;;"id=dsameuser,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=UrlResourceType,ou=registeredResourceTypes,ou=default,ou=OrganizationConfig,ou=1.0,ou=sunEntitlementService,ou=services,o=users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5192";"2023-06-11T21:23:39.125Z";"AM-CONFIG-CHANGE";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5164";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=sunAMDelegationService,ou=services,o=Users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5194";"2023-06-11T21:23:39.127Z";"AM-CONFIG-CHANGE";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5164";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=1.0,ou=sunAMDelegationService,ou=services,o=Users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5196";"2023-06-11T21:23:39.128Z";"AM-CONFIG-CHANGE";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5164";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=OrganizationConfig,ou=1.0,ou=sunAMDelegationService,ou=services,o=Users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5198";"2023-06-11T21:23:39.130Z";"AM-CONFIG-CHANGE";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5164";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=default,ou=OrganizationConfig,ou=1.0,ou=sunAMDelegationService,ou=services,o=Users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5200";"2023-06-11T21:23:39.133Z";"AM-CONFIG-CHANGE";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5164";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=sunIdentityRepositoryService,ou=services,o=Users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/Users"
