"_id";"timestamp";"eventName";"transactionId";"userId";"trackingIds";"server.ip";"server.port";"client.ip";"client.port";"request.protocol";"request.operation";"request.detail";"http.request.secure";"http.request.method";"http.request.path";"http.request.queryParameters";"http.request.headers";"http.request.cookies";"http.response.headers";"response.status";"response.statusCode";"response.detail";"response.elapsedTime";"response.elapsedTimeUnits";"component";"realm"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4655";"2023-06-11T21:21:48.382Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4649";;;"172.29.119.77";"7070";"172.29.112.1";"56904";"CREST";"READ";;"false";"GET";"http://openam.example.com:7070/openam/json/serverinfo/*";"{}";"{""accept"":[""application/json, text/javascript, */*; q=0.01""],""accept-api-version"":[""protocol=1.0,resource=1.1""],""host"":[""openam.example.com:7070""],""referer"":[""http://openam.example.com:7070/openam/XUI/""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""],""x-requested-with"":[""XMLHttpRequest""]}";"{""JSESSIONID"":""4192CB77ABD280D1EC626C8BBA093B01"",""amlbcookie"":""01"",""i18next"":""es-ES""}";;"SUCCESSFUL";;;"71";"MILLISECONDS";"Server Info";"/"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4701";"2023-06-11T21:21:48.631Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4697";;"[""c568e142680cb31f01""]";;;"172.29.112.1";"56906";;;;"false";"POST";"http://openam.example.com:7070/openam/json/realms/root/authenticate";"{}";"{""accept"":[""application/json, text/javascript, */*; q=0.01""],""accept-api-version"":[""protocol=1.0,resource=2.1""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""referer"":[""http://openam.example.com:7070/openam/XUI/""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""],""x-nosession"":[""true""],""x-password"":[""anonymous""],""x-requested-with"":[""XMLHttpRequest""],""x-username"":[""anonymous""]}";"{""JSESSIONID"":""4192CB77ABD280D1EC626C8BBA093B01"",""amlbcookie"":""01"",""i18next"":""es-ES""}";;"SUCCESSFUL";;;"74";"MILLISECONDS";"Authentication";"/"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4832";"2023-06-11T21:22:21.926Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4810";"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"[""c568e142680cb31f01""]";;;"172.29.112.1";"63068";;;;"false";"POST";"http://openam.example.com:7070/openam/json/realms/root/authenticate";"{}";"{""accept"":[""application/json, text/javascript, */*; q=0.01""],""accept-api-version"":[""protocol=1.0,resource=2.1""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""referer"":[""http://openam.example.com:7070/openam/XUI/""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""],""x-nosession"":[""true""],""x-password"":[""anonymous""],""x-requested-with"":[""XMLHttpRequest""],""x-username"":[""anonymous""]}";"{""JSESSIONID"":""4192CB77ABD280D1EC626C8BBA093B01"",""amlbcookie"":""01"",""i18next"":""es-ES"",""AMAuthCookie"":""AQIC5wM2LY4SfcxtHjrUE4iZ1qx3QHsSLTUlqMzDnDXOI1Q.*AAJTSQACMDEAAlNLABQtNzUwMjE2ODExNzkyNDE4NjQxOQACUzEAAA..*""}";;"SUCCESSFUL";;;"110";"MILLISECONDS";"Authentication";"/"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4840";"2023-06-11T21:22:21.948Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4837";"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"[""c568e142680cb31f01""]";"172.29.119.77";"7070";"172.29.112.1";"63068";"CREST";"ACTION";"{""action"":""idFromSession""}";"false";"POST";"http://openam.example.com:7070/openam/json/realms/root/users";"{""_action"":[""idFromSession""]}";"{""accept"":[""application/json, text/javascript, */*; q=0.01""],""accept-api-version"":[""protocol=1.0,resource=2.0""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""referer"":[""http://openam.example.com:7070/openam/XUI/""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""],""x-nosession"":[""true""],""x-password"":[""anonymous""],""x-requested-with"":[""XMLHttpRequest""],""x-username"":[""anonymous""]}";"{""JSESSIONID"":""4192CB77ABD280D1EC626C8BBA093B01"",""amlbcookie"":""01"",""i18next"":""es-ES""}";;"SUCCESSFUL";;;"6";"MILLISECONDS";"Users";"/"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4842";"2023-06-11T21:22:21.951Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4838";"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"[""c568e142680cb31f01""]";"172.29.119.77";"7070";"172.29.112.1";"63069";"CREST";"ACTION";"{""action"":""getSessionInfo""}";"false";"POST";"http://openam.example.com:7070/openam/json/sessions";"{""_action"":[""getSessionInfo""]}";"{""accept"":[""application/json, text/javascript, */*; q=0.01""],""accept-api-version"":[""protocol=1.0,resource=2.0""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""referer"":[""http://openam.example.com:7070/openam/XUI/""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""],""x-nosession"":[""true""],""x-password"":[""anonymous""],""x-requested-with"":[""XMLHttpRequest""],""x-username"":[""anonymous""]}";"{""JSESSIONID"":""4192CB77ABD280D1EC626C8BBA093B01"",""amlbcookie"":""01"",""i18next"":""es-ES""}";;"SUCCESSFUL";;;"9";"MILLISECONDS";"Session";"/"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4847";"2023-06-11T21:22:21.971Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4845";"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"[""c568e142680cb31f01""]";"172.29.119.77";"7070";"172.29.112.1";"63069";"CREST";"READ";;"false";"GET";"http://openam.example.com:7070/openam/json/realms/root/users/amadmin";"{}";"{""accept"":[""application/json, text/javascript, */*; q=0.01""],""accept-api-version"":[""protocol=1.0,resource=2.0""],""host"":[""openam.example.com:7070""],""referer"":[""http://openam.example.com:7070/openam/XUI/""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""],""x-nosession"":[""true""],""x-password"":[""anonymous""],""x-requested-with"":[""XMLHttpRequest""],""x-username"":[""anonymous""]}";"{""JSESSIONID"":""4192CB77ABD280D1EC626C8BBA093B01"",""amlbcookie"":""01"",""i18next"":""es-ES""}";;"SUCCESSFUL";;;"9";"MILLISECONDS";"Users";"/"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4864";"2023-06-11T21:22:22.118Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4862";"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"[""c568e142680cb31f01""]";"172.29.119.77";"7070";"172.29.112.1";"63073";"CREST";"ACTION";"{""action"":""getSessionInfo""}";"false";"POST";"http://openam.example.com:7070/openam/json/sessions";"{""_action"":[""getSessionInfo""]}";"{""accept"":[""application/json, text/javascript, */*; q=0.01""],""accept-api-version"":[""protocol=1.0,resource=2.0""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""referer"":[""http://openam.example.com:7070/openam/XUI/""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""],""x-requested-with"":[""XMLHttpRequest""]}";"{""JSESSIONID"":""4192CB77ABD280D1EC626C8BBA093B01"",""amlbcookie"":""01"",""i18next"":""es-ES""}";;"SUCCESSFUL";;;"4";"MILLISECONDS";"Session";"/"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4867";"2023-06-11T21:22:22.140Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4859";"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"[""c568e142680cb31f01""]";"172.29.119.77";"7070";"172.29.112.1";"63071";"CREST";"ACTION";"{""action"":""schema""}";"false";"POST";"http://openam.example.com:7070/openam/json/global-config/services/rest";"{""_action"":[""schema""]}";"{""accept"":[""application/json, text/javascript, */*; q=0.01""],""accept-api-version"":[""protocol=1.0,resource=1.0""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""referer"":[""http://openam.example.com:7070/openam/XUI/""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""],""x-requested-with"":[""XMLHttpRequest""]}";"{""JSESSIONID"":""4192CB77ABD280D1EC626C8BBA093B01"",""amlbcookie"":""01"",""i18next"":""es-ES""}";;"SUCCESSFUL";;;"28";"MILLISECONDS";"Config";
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4873";"2023-06-11T21:22:22.167Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4855";"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"[""c568e142680cb31f01""]";"172.29.119.77";"7070";"172.29.112.1";"63070";"CREST";"QUERY";;"false";"GET";"http://openam.example.com:7070/openam/json/global-config/realms";"{""_queryFilter"":[""true""]}";"{""accept"":[""application/json, text/javascript, */*; q=0.01""],""accept-api-version"":[""protocol=1.0,resource=1.0""],""host"":[""openam.example.com:7070""],""referer"":[""http://openam.example.com:7070/openam/XUI/""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""],""x-requested-with"":[""XMLHttpRequest""]}";"{""JSESSIONID"":""4192CB77ABD280D1EC626C8BBA093B01"",""amlbcookie"":""01"",""i18next"":""es-ES""}";;"SUCCESSFUL";;;"56";"MILLISECONDS";"Config";
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4871";"2023-06-11T21:22:22.167Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4869";"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"[""c568e142680cb31f01""]";"172.29.119.77";"7070";"172.29.112.1";"63073";"CREST";"QUERY";;"false";"GET";"http://openam.example.com:7070/openam/json/global-config/realms";"{""_queryFilter"":[""true""]}";"{""accept"":[""application/json, text/javascript, */*; q=0.01""],""accept-api-version"":[""protocol=1.0,resource=1.0""],""host"":[""openam.example.com:7070""],""referer"":[""http://openam.example.com:7070/openam/XUI/""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""],""x-requested-with"":[""XMLHttpRequest""]}";"{""JSESSIONID"":""4192CB77ABD280D1EC626C8BBA093B01"",""amlbcookie"":""01"",""i18next"":""es-ES""}";;"SUCCESSFUL";;;"25";"MILLISECONDS";"Config";
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4875";"2023-06-11T21:22:22.167Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4858";"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"[""c568e142680cb31f01""]";"172.29.119.77";"7070";"172.29.112.1";"63072";"CREST";"READ";;"false";"GET";"http://openam.example.com:7070/openam/json/global-config/services/rest";"{}";"{""accept"":[""application/json, text/javascript, */*; q=0.01""],""accept-api-version"":[""protocol=1.0,resource=1.0""],""host"":[""openam.example.com:7070""],""referer"":[""http://openam.example.com:7070/openam/XUI/""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""],""x-requested-with"":[""XMLHttpRequest""]}";"{""JSESSIONID"":""4192CB77ABD280D1EC626C8BBA093B01"",""amlbcookie"":""01"",""i18next"":""es-ES""}";;"SUCCESSFUL";;;"55";"MILLISECONDS";"Config";
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4880";"2023-06-11T21:22:22.200Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4878";"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"[""c568e142680cb31f01""]";"172.29.119.77";"7070";"172.29.112.1";"63070";"CREST";"READ";;"false";"GET";"http://openam.example.com:7070/openam/json/serverinfo/version";"{}";"{""accept"":[""application/json, text/javascript, */*; q=0.01""],""accept-api-version"":[""protocol=1.0,resource=1.0""],""host"":[""openam.example.com:7070""],""referer"":[""http://openam.example.com:7070/openam/XUI/""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""],""x-requested-with"":[""XMLHttpRequest""]}";"{""JSESSIONID"":""4192CB77ABD280D1EC626C8BBA093B01"",""amlbcookie"":""01"",""i18next"":""es-ES""}";;"SUCCESSFUL";;;"3";"MILLISECONDS";"Server Info";"/"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4885";"2023-06-11T21:22:22.270Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-4883";"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"[""c568e142680cb31f01""]";"172.29.119.77";"7070";"172.29.112.1";"63073";"CREST";"READ";;"false";"GET";"http://openam.example.com:7070/openam/json/serverinfo/version";"{}";"{""accept"":[""application/json, text/javascript, */*; q=0.01""],""accept-api-version"":[""protocol=1.0,resource=1.0""],""host"":[""openam.example.com:7070""],""referer"":[""http://openam.example.com:7070/openam/XUI/""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""],""x-requested-with"":[""XMLHttpRequest""]}";"{""JSESSIONID"":""4192CB77ABD280D1EC626C8BBA093B01"",""amlbcookie"":""01"",""i18next"":""es-ES""}";;"SUCCESSFUL";;;"2";"MILLISECONDS";"Server Info";"/"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5126";"2023-06-11T21:23:30.952Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5120";"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"[""c568e142680cb31f01""]";"172.29.119.77";"7070";"172.29.112.1";"58764";"CREST";"ACTION";"{""action"":""getSessionInfo""}";"false";"POST";"http://openam.example.com:7070/openam/json/sessions";"{""_action"":[""getSessionInfo""]}";"{""accept"":[""application/json, text/javascript, */*; q=0.01""],""accept-api-version"":[""protocol=1.0,resource=2.0""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""referer"":[""http://openam.example.com:7070/openam/XUI/""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""],""x-requested-with"":[""XMLHttpRequest""]}";"{""JSESSIONID"":""4192CB77ABD280D1EC626C8BBA093B01"",""amlbcookie"":""01"",""i18next"":""es-ES""}";;"SUCCESSFUL";;;"139";"MILLISECONDS";"Session";"/"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5140";"2023-06-11T21:23:30.975Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5129";"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"[""c568e142680cb31f01""]";"172.29.119.77";"7070";"172.29.112.1";"58764";"CREST";"ACTION";"{""action"":""schema""}";"false";"POST";"http://openam.example.com:7070/openam/json/global-config/realms";"{""_action"":[""schema""]}";"{""accept"":[""application/json, text/javascript, */*; q=0.01""],""accept-api-version"":[""protocol=1.0,resource=1.0""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""referer"":[""http://openam.example.com:7070/openam/XUI/""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""],""x-requested-with"":[""XMLHttpRequest""]}";"{""JSESSIONID"":""4192CB77ABD280D1EC626C8BBA093B01"",""amlbcookie"":""01"",""i18next"":""es-ES""}";;"SUCCESSFUL";;;"4";"MILLISECONDS";"Config";
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5142";"2023-06-11T21:23:30.980Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5137";"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"[""c568e142680cb31f01""]";"172.29.119.77";"7070";"172.29.112.1";"58767";"CREST";"ACTION";"{""action"":""template""}";"false";"POST";"http://openam.example.com:7070/openam/json/global-config/realms";"{""_action"":[""template""]}";"{""accept"":[""application/json, text/javascript, */*; q=0.01""],""accept-api-version"":[""protocol=1.0,resource=1.0""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""referer"":[""http://openam.example.com:7070/openam/XUI/""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""],""x-requested-with"":[""XMLHttpRequest""]}";"{""JSESSIONID"":""4192CB77ABD280D1EC626C8BBA093B01"",""amlbcookie"":""01"",""i18next"":""es-ES""}";;"SUCCESSFUL";;;"7";"MILLISECONDS";"Config";
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5144";"2023-06-11T21:23:30.987Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5136";"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"[""c568e142680cb31f01""]";"172.29.119.77";"7070";"172.29.112.1";"58766";"CREST";"ACTION";"{""action"":""schema""}";"false";"POST";"http://openam.example.com:7070/openam/json/global-config/authentication";"{""_action"":[""schema""]}";"{""accept"":[""application/json, text/javascript, */*; q=0.01""],""accept-api-version"":[""protocol=1.0,resource=1.0""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""referer"":[""http://openam.example.com:7070/openam/XUI/""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""],""x-requested-with"":[""XMLHttpRequest""]}";"{""JSESSIONID"":""4192CB77ABD280D1EC626C8BBA093B01"",""amlbcookie"":""01"",""i18next"":""es-ES""}";;"SUCCESSFUL";;;"14";"MILLISECONDS";"Config";
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5146";"2023-06-11T21:23:30.998Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5138";"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"[""c568e142680cb31f01""]";"172.29.119.77";"7070";"172.29.112.1";"58768";"CREST";"ACTION";"{""action"":""template""}";"false";"POST";"http://openam.example.com:7070/openam/json/global-config/authentication";"{""_action"":[""template""]}";"{""accept"":[""application/json, text/javascript, */*; q=0.01""],""accept-api-version"":[""protocol=1.0,resource=1.0""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""referer"":[""http://openam.example.com:7070/openam/XUI/""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""],""x-requested-with"":[""XMLHttpRequest""]}";"{""JSESSIONID"":""4192CB77ABD280D1EC626C8BBA093B01"",""amlbcookie"":""01"",""i18next"":""es-ES""}";;"SUCCESSFUL";;;"25";"MILLISECONDS";"Config";
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5151";"2023-06-11T21:23:31.036Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5149";"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"[""c568e142680cb31f01""]";"172.29.119.77";"7070";"172.29.112.1";"58764";"CREST";"QUERY";;"false";"GET";"http://openam.example.com:7070/openam/json/global-config/realms";"{""_queryFilter"":[""true""]}";"{""accept"":[""application/json, text/javascript, */*; q=0.01""],""accept-api-version"":[""protocol=1.0,resource=1.0""],""host"":[""openam.example.com:7070""],""referer"":[""http://openam.example.com:7070/openam/XUI/""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""],""x-requested-with"":[""XMLHttpRequest""]}";"{""JSESSIONID"":""4192CB77ABD280D1EC626C8BBA093B01"",""amlbcookie"":""01"",""i18next"":""es-ES""}";;"SUCCESSFUL";;;"5";"MILLISECONDS";"Config";
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5280";"2023-06-11T21:23:39.223Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5164";"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"[""c568e142680cb31f01""]";"172.29.119.77";"7070";"172.29.112.1";"58768";"CREST";"CREATE";;"false";"POST";"http://openam.example.com:7070/openam/json/global-config/realms";"{""_action"":[""create""]}";"{""accept"":[""application/json, text/javascript, */*; q=0.01""],""accept-api-version"":[""protocol=1.0,resource=1.0""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""referer"":[""http://openam.example.com:7070/openam/XUI/""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""],""x-requested-with"":[""XMLHttpRequest""]}";"{""JSESSIONID"":""4192CB77ABD280D1EC626C8BBA093B01"",""amlbcookie"":""01"",""i18next"":""es-ES""}";;"SUCCESSFUL";;;"205";"MILLISECONDS";"Config";
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5287";"2023-06-11T21:23:39.253Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5283";"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"[""c568e142680cb31f01""]";"172.29.119.77";"7070";"172.29.112.1";"58768";"CREST";"UPDATE";;"false";"PUT";"http://openam.example.com:7070/openam/json/realms/root/realms/Users/realm-config/authentication";"{}";"{""accept"":[""application/json, text/javascript, */*; q=0.01""],""accept-api-version"":[""protocol=1.0,resource=1.0""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""referer"":[""http://openam.example.com:7070/openam/XUI/""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""],""x-requested-with"":[""XMLHttpRequest""]}";"{""JSESSIONID"":""4192CB77ABD280D1EC626C8BBA093B01"",""amlbcookie"":""01"",""i18next"":""es-ES""}";;"SUCCESSFUL";;;"19";"MILLISECONDS";"Config";"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5292";"2023-06-11T21:23:39.351Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5290";"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"[""c568e142680cb31f01""]";"172.29.119.77";"7070";"172.29.112.1";"58768";"CREST";"ACTION";"{""action"":""getSessionInfo""}";"false";"POST";"http://openam.example.com:7070/openam/json/sessions";"{""_action"":[""getSessionInfo""]}";"{""accept"":[""application/json, text/javascript, */*; q=0.01""],""accept-api-version"":[""protocol=1.0,resource=2.0""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""referer"":[""http://openam.example.com:7070/openam/XUI/""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""],""x-requested-with"":[""XMLHttpRequest""]}";"{""JSESSIONID"":""4192CB77ABD280D1EC626C8BBA093B01"",""amlbcookie"":""01"",""i18next"":""es-ES""}";;"SUCCESSFUL";;;"4";"MILLISECONDS";"Session";"/"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5300";"2023-06-11T21:23:39.370Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5295";"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"[""c568e142680cb31f01""]";"172.29.119.77";"7070";"172.29.112.1";"58768";"CREST";"ACTION";"{""action"":""schema""}";"false";"POST";"http://openam.example.com:7070/openam/json/global-config/realms";"{""_action"":[""schema""]}";"{""accept"":[""application/json, text/javascript, */*; q=0.01""],""accept-api-version"":[""protocol=1.0,resource=1.0""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""referer"":[""http://openam.example.com:7070/openam/XUI/""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""],""x-requested-with"":[""XMLHttpRequest""]}";"{""JSESSIONID"":""4192CB77ABD280D1EC626C8BBA093B01"",""amlbcookie"":""01"",""i18next"":""es-ES""}";;"SUCCESSFUL";;;"3";"MILLISECONDS";"Config";
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5302";"2023-06-11T21:23:39.371Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-5298";"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"[""c568e142680cb31f01""]";"172.29.119.77";"7070";"172.29.112.1";"58764";"CREST";"READ";;"false";"GET";"http://openam.example.com:7070/openam/json/global-config/realms/L1VzZXJz";"{}";"{""accept"":[""application/json, text/javascript, */*; q=0.01""],""accept-api-version"":[""protocol=1.0,resource=1.0""],""host"":[""openam.example.com:7070""],""referer"":[""http://openam.example.com:7070/openam/XUI/""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""],""x-requested-with"":[""XMLHttpRequest""]}";"{""JSESSIONID"":""4192CB77ABD280D1EC626C8BBA093B01"",""amlbcookie"":""01"",""i18next"":""es-ES""}";;"SUCCESSFUL";;;"3";"MILLISECONDS";"Config";
