"_id";"timestamp";"eventName";"transactionId";"userId";"trackingIds";"server.ip";"server.port";"client.ip";"client.port";"request.protocol";"request.operation";"request.detail";"http.request.secure";"http.request.method";"http.request.path";"http.request.queryParameters";"http.request.headers";"http.request.cookies";"http.response.headers";"response.status";"response.statusCode";"response.detail";"response.elapsedTime";"response.elapsedTimeUnits";"component";"realm"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-13793";"2023-06-11T21:55:55.412Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-13788";"id=jacobo,ou=user,o=users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"[""8f2dc1d781e572c701"",""6b4bb103-04f3-4b9c-a56f-965fb4369b4a-13789""]";"172.29.119.77";"7070";"172.29.112.1";"58506";;;;"false";"POST";"http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize";"{""client_id"":[""plain-client""],""response_type"":[""code""],""scope"":[""profile%20openid%20email""],""decision"":[""allow""],""save_consent"":[""on""],""nonce"":[""asdas""]}";"{""accept"":[""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""postman-token"":[""0cd7b86c-1921-49ff-bd55-20f684e4c503""],""referer"":[""http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize?client_id=plain-client&response_type=code&scope=profile%20openid%20email&redirect_uri=http%3A%2F%2Fdomain1.example.com%2Fcallback&decision=allow&save_consent=on&nonce=asdas""],""upgrade-insecure-requests"":[""1""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""]}";"{""i18next"":""es-ES"",""amlbcookie"":""01""}";;"SUCCESSFUL";;;"10";"MILLISECONDS";"OAuth";"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-13837";"2023-06-11T21:56:03.330Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-13832";"id=jacobo,ou=user,o=users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"[""8f2dc1d781e572c701"",""6b4bb103-04f3-4b9c-a56f-965fb4369b4a-13833""]";"172.29.119.77";"7070";"172.29.112.1";"58506";;;;"false";"POST";"http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize";"{""client_id"":[""plain-client""],""response_type"":[""code""],""scope"":[""profile%20openid%20email""],""decision"":[""allow""],""save_consent"":[""on""],""nonce"":[""asdas""]}";"{""accept"":[""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""postman-token"":[""7ecb6357-36b0-4000-b0b2-b861dafb4dff""],""referer"":[""http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize?client_id=plain-client&response_type=code&scope=profile%20openid%20email&redirect_uri=http%3A%2F%2Fdomain1.example.com%2Fcallback&decision=allow&save_consent=on&nonce=asdas""],""upgrade-insecure-requests"":[""1""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""]}";"{""i18next"":""es-ES"",""amlbcookie"":""01""}";;"SUCCESSFUL";;;"11";"MILLISECONDS";"OAuth";"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-13893";"2023-06-11T21:56:18.558Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-13888";"id=jacobo,ou=user,o=users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"[""8f2dc1d781e572c701"",""6b4bb103-04f3-4b9c-a56f-965fb4369b4a-13889""]";"172.29.119.77";"7070";"172.29.112.1";"58506";;;;"false";"POST";"http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize";"{""client_id"":[""plain-client""],""response_type"":[""code""],""scope"":[""profile%20openid%20email""],""decision"":[""allow""],""save_consent"":[""on""],""nonce"":[""asdas""]}";"{""accept"":[""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""postman-token"":[""aca9ed08-83b2-4ac0-a64f-9f6bc1d2ce7b""],""referer"":[""http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize?client_id=plain-client&response_type=code&scope=profile%20openid%20email&redirect_uri=http%3A%2F%2Fdomain1.example.com%2Fcallback&decision=allow&save_consent=on&nonce=asdas""],""upgrade-insecure-requests"":[""1""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""]}";"{""i18next"":""es-ES"",""amlbcookie"":""01""}";;"SUCCESSFUL";;;"14";"MILLISECONDS";"OAuth";"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-14007";"2023-06-11T21:56:44.061Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-14002";"id=jacobo,ou=user,o=users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"[""8f2dc1d781e572c701"",""6b4bb103-04f3-4b9c-a56f-965fb4369b4a-14003""]";"172.29.119.77";"7070";"172.29.112.1";"62813";;;;"false";"POST";"http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize";"{""client_id"":[""plain-client""],""response_type"":[""code""],""scope"":[""profile%20openid%20email""],""decision"":[""allow""],""save_consent"":[""on""],""nonce"":[""asdas""]}";"{""accept"":[""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""postman-token"":[""b4c46bed-80c4-4763-9eb8-8a7fe55ddf13""],""referer"":[""http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize?client_id=plain-client&response_type=code&scope=profile%20openid%20email&redirect_uri=http%3A%2F%2Fdomain1.example.com%2Fcallback&decision=allow&save_consent=on&nonce=asdas""],""upgrade-insecure-requests"":[""1""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""]}";"{""i18next"":""es-ES"",""amlbcookie"":""01""}";;"SUCCESSFUL";;;"12";"MILLISECONDS";"OAuth";"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-14138";"2023-06-11T21:57:10.955Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-14133";"id=jacobo,ou=user,o=users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"[""8f2dc1d781e572c701"",""6b4bb103-04f3-4b9c-a56f-965fb4369b4a-14134""]";"172.29.119.77";"7070";"172.29.112.1";"58307";;;;"false";"POST";"http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize";"{""client_id"":[""plain-client""],""response_type"":[""code""],""scope"":[""profile%20openid%20email""],""decision"":[""allow""],""save_consent"":[""on""],""nonce"":[""asdas""]}";"{""accept"":[""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""postman-token"":[""0bb5fdca-8d8f-4808-9715-2ec53e0311fe""],""referer"":[""http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize?client_id=plain-client&response_type=code&scope=profile%20openid%20email&redirect_uri=http%3A%2F%2Fdomain1.example.com%2Fcallback&decision=allow&save_consent=on&nonce=asdas""],""upgrade-insecure-requests"":[""1""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""]}";"{""i18next"":""es-ES"",""amlbcookie"":""01""}";;"SUCCESSFUL";;;"16";"MILLISECONDS";"OAuth";"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-14228";"2023-06-11T21:57:37.725Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-14223";"id=jacobo,ou=user,o=users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"[""8f2dc1d781e572c701"",""6b4bb103-04f3-4b9c-a56f-965fb4369b4a-14224""]";"172.29.119.77";"7070";"172.29.112.1";"50269";;;;"false";"POST";"http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize";"{""client_id"":[""plain-client""],""response_type"":[""code""],""scope"":[""profile%20openid%20email""],""decision"":[""allow""],""save_consent"":[""on""],""nonce"":[""asdas""]}";"{""accept"":[""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""postman-token"":[""d13e462f-4b90-486d-ade7-8bd7e16558b8""],""referer"":[""http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize?client_id=plain-client&response_type=code&scope=profile%20openid%20email&redirect_uri=http%3A%2F%2Fdomain1.example.com%2Fcallback&decision=allow&save_consent=on&nonce=asdas""],""upgrade-insecure-requests"":[""1""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""]}";"{""i18next"":""es-ES"",""amlbcookie"":""01""}";;"SUCCESSFUL";;;"12";"MILLISECONDS";"OAuth";"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-14712";"2023-06-11T21:59:33.422Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-14707";"id=jacobo,ou=user,o=users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"[""8f2dc1d781e572c701"",""6b4bb103-04f3-4b9c-a56f-965fb4369b4a-14708""]";"172.29.119.77";"7070";"172.29.112.1";"51898";;;;"false";"POST";"http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize";"{""client_id"":[""plain-client""],""response_type"":[""code""],""scope"":[""profile%20openid%20email""],""decision"":[""allow""],""save_consent"":[""on""],""nonce"":[""asdas""]}";"{""accept"":[""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""postman-token"":[""d5db2874-5ac2-4c96-9317-170e23bd2fda""],""referer"":[""http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize?client_id=plain-client&response_type=code&scope=profile%20openid%20email&redirect_uri=http%3A%2F%2Fdomain1.example.com%2Fcallback&decision=allow&save_consent=on&nonce=asdas""],""upgrade-insecure-requests"":[""1""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""]}";"{""i18next"":""es-ES"",""amlbcookie"":""01""}";;"SUCCESSFUL";;;"10";"MILLISECONDS";"OAuth";"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-14920";"2023-06-11T22:00:22.713Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-14915";"id=jacobo,ou=user,o=users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"[""8f2dc1d781e572c701"",""6b4bb103-04f3-4b9c-a56f-965fb4369b4a-14916""]";"172.29.119.77";"7070";"172.29.112.1";"57298";;;;"false";"POST";"http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize";"{""client_id"":[""plain-client""],""response_type"":[""code""],""scope"":[""profile%20openid%20email""],""decision"":[""allow""],""save_consent"":[""on""],""nonce"":[""asdas""]}";"{""accept"":[""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""postman-token"":[""bb64891f-9f3a-442c-9697-8a7d2ab88f6f""],""referer"":[""http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize?client_id=plain-client&response_type=code&scope=profile%20openid%20email&redirect_uri=http%3A%2F%2Fdomain1.example.com%2Fcallback&decision=allow&save_consent=on&nonce=asdas""],""upgrade-insecure-requests"":[""1""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""]}";"{""i18next"":""es-ES"",""amlbcookie"":""01""}";;"SUCCESSFUL";;;"14";"MILLISECONDS";"OAuth";"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-15046";"2023-06-11T22:00:53.212Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-15041";"id=jacobo,ou=user,o=users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"[""8f2dc1d781e572c701"",""6b4bb103-04f3-4b9c-a56f-965fb4369b4a-15042""]";"172.29.119.77";"7070";"172.29.112.1";"50961";;;;"false";"POST";"http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize";"{""client_id"":[""plain-client""],""response_type"":[""code""],""scope"":[""profile%20openid%20email""],""decision"":[""allow""],""save_consent"":[""on""],""nonce"":[""asdas""]}";"{""accept"":[""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""postman-token"":[""369146cd-d61e-4588-9b08-f4c9615e6aa2""],""referer"":[""http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize?client_id=plain-client&response_type=code&scope=profile%20openid%20email&redirect_uri=http%3A%2F%2Fdomain1.example.com%2Fcallback&decision=allow&save_consent=on&nonce=asdas""],""upgrade-insecure-requests"":[""1""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""]}";"{""i18next"":""es-ES"",""amlbcookie"":""01""}";;"SUCCESSFUL";;;"13";"MILLISECONDS";"OAuth";"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-15176";"2023-06-11T22:01:27.487Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-15171";"id=jacobo,ou=user,o=users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"[""8f2dc1d781e572c701"",""6b4bb103-04f3-4b9c-a56f-965fb4369b4a-15172""]";"172.29.119.77";"7070";"172.29.112.1";"59377";;;;"false";"POST";"http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize";"{""client_id"":[""plain-client""],""response_type"":[""code""],""scope"":[""profile%20openid%20email""],""decision"":[""allow""],""save_consent"":[""on""],""nonce"":[""asdas""]}";"{""accept"":[""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""postman-token"":[""7c7d6a10-b811-46d9-8bbe-20ee6e850860""],""referer"":[""http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize?client_id=plain-client&response_type=code&scope=profile%20openid%20email&redirect_uri=http%3A%2F%2Fdomain1.example.com%2Fcallback&decision=allow&save_consent=on&nonce=asdas""],""upgrade-insecure-requests"":[""1""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""]}";"{""i18next"":""es-ES"",""amlbcookie"":""01""}";;"SUCCESSFUL";;;"15";"MILLISECONDS";"OAuth";"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-15256";"2023-06-11T22:01:44.793Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-15251";"id=jacobo,ou=user,o=users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"[""8f2dc1d781e572c701"",""6b4bb103-04f3-4b9c-a56f-965fb4369b4a-15252""]";"172.29.119.77";"7070";"172.29.112.1";"59377";;;;"false";"POST";"http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize";"{""client_id"":[""plain-client""],""response_type"":[""code""],""scope"":[""profile%20openid%20email""],""decision"":[""allow""],""save_consent"":[""on""],""nonce"":[""asdas""]}";"{""accept"":[""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""postman-token"":[""7a0a0148-fdbe-424e-94c6-f5b98e3e8d1b""],""referer"":[""http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize?client_id=plain-client&response_type=code&scope=profile%20openid%20email&redirect_uri=http%3A%2F%2Fdomain1.example.com%2Fcallback&decision=allow&save_consent=on&nonce=asdas""],""upgrade-insecure-requests"":[""1""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""]}";"{""i18next"":""es-ES"",""amlbcookie"":""01""}";;"SUCCESSFUL";;;"10";"MILLISECONDS";"OAuth";"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-15342";"2023-06-11T22:02:02.043Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-15337";"id=jacobo,ou=user,o=users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"[""8f2dc1d781e572c701"",""6b4bb103-04f3-4b9c-a56f-965fb4369b4a-15338""]";"172.29.119.77";"7070";"172.29.112.1";"59377";;;;"false";"POST";"http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize";"{""client_id"":[""plain-client""],""response_type"":[""code""],""scope"":[""profile%20openid%20email""],""decision"":[""allow""],""save_consent"":[""on""],""nonce"":[""asdas""]}";"{""accept"":[""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""postman-token"":[""4c56e556-0f47-40aa-bfeb-44bd117435e9""],""referer"":[""http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize?client_id=plain-client&response_type=code&scope=profile%20openid%20email&redirect_uri=http%3A%2F%2Fdomain1.example.com%2Fcallback&decision=allow&save_consent=on&nonce=asdas""],""upgrade-insecure-requests"":[""1""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""]}";"{""i18next"":""es-ES"",""amlbcookie"":""01""}";;"SUCCESSFUL";;;"11";"MILLISECONDS";"OAuth";"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-15352";"2023-06-11T22:02:07.189Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-15347";"id=jacobo,ou=user,o=users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"[""8f2dc1d781e572c701"",""6b4bb103-04f3-4b9c-a56f-965fb4369b4a-15348""]";"172.29.119.77";"7070";"172.29.112.1";"59377";;;;"false";"POST";"http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize";"{""client_id"":[""plain-client""],""response_type"":[""code""],""scope"":[""profile%20openid%20email""],""decision"":[""allow""],""save_consent"":[""on""],""nonce"":[""asdas""]}";"{""accept"":[""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""postman-token"":[""fdbdd7dc-d1bf-44ec-bb3a-9de4b171e428""],""referer"":[""http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize?client_id=plain-client&response_type=code&scope=profile%20openid%20email&redirect_uri=http%3A%2F%2Fdomain1.example.com%2Fcallback&decision=allow&save_consent=on&nonce=asdas""],""upgrade-insecure-requests"":[""1""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""]}";"{""i18next"":""es-ES"",""amlbcookie"":""01""}";;"SUCCESSFUL";;;"12";"MILLISECONDS";"OAuth";"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-15796";"2023-06-11T22:03:51.677Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-15791";"id=jacobo,ou=user,o=users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"[""8f2dc1d781e572c701"",""6b4bb103-04f3-4b9c-a56f-965fb4369b4a-15792""]";"172.29.119.77";"7070";"172.29.112.1";"50421";;;;"false";"POST";"http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize";"{""client_id"":[""plain-client""],""response_type"":[""code""],""scope"":[""profile%20openid%20email""],""decision"":[""allow""],""save_consent"":[""on""],""nonce"":[""asdas""]}";"{""accept"":[""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""postman-token"":[""c14079f8-8f01-4ef1-834b-1b706c7cfe33""],""referer"":[""http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize?client_id=plain-client&response_type=code&scope=profile%20openid%20email&redirect_uri=http%3A%2F%2Fdomain1.example.com%2Fcallback&decision=allow&save_consent=on&nonce=asdas""],""upgrade-insecure-requests"":[""1""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""]}";"{""i18next"":""es-ES"",""amlbcookie"":""01""}";;"SUCCESSFUL";;;"12";"MILLISECONDS";"OAuth";"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-15846";"2023-06-11T22:04:07.029Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-15841";"id=jacobo,ou=user,o=users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"[""8f2dc1d781e572c701"",""6b4bb103-04f3-4b9c-a56f-965fb4369b4a-15842""]";"172.29.119.77";"7070";"172.29.112.1";"50421";;;;"false";"POST";"http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize";"{""client_id"":[""plain-client""],""response_type"":[""code""],""scope"":[""profile%20openid%20email""],""decision"":[""allow""],""save_consent"":[""on""],""nonce"":[""asdas""]}";"{""accept"":[""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""postman-token"":[""380706d2-472a-4735-8fa3-9815ab0ea10d""],""referer"":[""http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize?client_id=plain-client&response_type=code&scope=profile%20openid%20email&redirect_uri=http%3A%2F%2Fdomain1.example.com%2Fcallback&decision=allow&save_consent=on&nonce=asdas""],""upgrade-insecure-requests"":[""1""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""]}";"{""i18next"":""es-ES"",""amlbcookie"":""01""}";;"SUCCESSFUL";;;"13";"MILLISECONDS";"OAuth";"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-15966";"2023-06-11T22:04:32.847Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-15961";"id=jacobo,ou=user,o=users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"[""8f2dc1d781e572c701"",""6b4bb103-04f3-4b9c-a56f-965fb4369b4a-15962""]";"172.29.119.77";"7070";"172.29.112.1";"63593";;;;"false";"POST";"http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize";"{""client_id"":[""plain-client""],""response_type"":[""code""],""scope"":[""profile%20openid%20email""],""decision"":[""allow""],""save_consent"":[""on""],""nonce"":[""asdas""]}";"{""accept"":[""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""postman-token"":[""57629ef2-9a08-4b79-924e-9d62bcf698af""],""referer"":[""http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize?client_id=plain-client&response_type=code&scope=profile%20openid%20email&redirect_uri=http%3A%2F%2Fdomain1.example.com%2Fcallback&decision=allow&save_consent=on&nonce=asdas""],""upgrade-insecure-requests"":[""1""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""]}";"{""i18next"":""es-ES"",""amlbcookie"":""01""}";;"SUCCESSFUL";;;"11";"MILLISECONDS";"OAuth";"/Users"
"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-16012";"2023-06-11T22:04:44.257Z";"AM-ACCESS-OUTCOME";"6b4bb103-04f3-4b9c-a56f-965fb4369b4a-16007";"id=jacobo,ou=user,o=users,ou=services,dc=openam,dc=openidentityplatform,dc=org";"[""8f2dc1d781e572c701"",""6b4bb103-04f3-4b9c-a56f-965fb4369b4a-16008""]";"172.29.119.77";"7070";"172.29.112.1";"63593";;;;"false";"POST";"http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize";"{""client_id"":[""plain-client""],""response_type"":[""code""],""scope"":[""profile%20openid%20email""],""decision"":[""allow""],""save_consent"":[""on""],""nonce"":[""asdas""]}";"{""accept"":[""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7""],""host"":[""openam.example.com:7070""],""origin"":[""http://openam.example.com:7070""],""postman-token"":[""7de337cd-496d-4e5f-853a-085d7cc6aaa4""],""referer"":[""http://openam.example.com:7070/openam/oauth2/realms/root/realms/users/authorize?client_id=plain-client&response_type=code&scope=profile%20openid%20email&redirect_uri=http%3A%2F%2Fdomain1.example.com%2Fcallback&decision=allow&save_consent=on&nonce=asdas""],""upgrade-insecure-requests"":[""1""],""user-agent"":[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36""]}";"{""i18next"":""es-ES"",""amlbcookie"":""01""}";;"SUCCESSFUL";;;"12";"MILLISECONDS";"OAuth";"/Users"
