time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2023-06-11 21:28:43.903 UTC, , , , , , , , , ,8069,5268301,2107784,6720, ,65, ,44, , , , , , , , , ,65,29, , , ,26,42,25, ,32, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2906942,13729955840,63,63,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2906942,1686518443847,,, , , , , , , , , ,3145728,2906912, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,546833128, , , , , , , ,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40,4, , , , , , , , , , 
2023-06-11 21:29:43.904 UTC, , , , , , , , , ,8069,5268301,2107784,6720, ,65, ,44, , , , , , , , , ,65,29, , , ,26,42,25, ,32, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2906942,13737148416,63,63,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2906942,1686518443847,,, , , , , , , , , ,3145728,2906912, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,592970472, , , , , , , ,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40,4, , , , , , , , , , 
2023-06-11 21:30:43.905 UTC, , , , , , , , , ,8069,5268301,2107784,6720, ,65, ,44, , , , , , , , , ,65,29, , , ,26,42,25, ,32, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2906942,13744922624,63,63,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2906942,1686518443847,,, , , , , , , , , ,3145728,2906912, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,639107816, , , , , , , ,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40,4, , , , , , , , , , 
2023-06-11 21:31:43.907 UTC, , , , , , , , , ,8069,5296013,2135496,6720, ,69, ,1096, , , , , , , , , ,69,33, , , ,26,46,29, ,232, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2938658,13745786880,63,63,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2938658,1686518443847,,, , , , , , , , , ,3145728,2938628,8,8,5,8, , , , , , ,17, ,3,2, , ,1, , , , , , , , , ,31716,17, , , , , , , , ,1366819560, , , , , , , ,714, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,56, ,40,539,438,35, , , , , , , , , 
2023-06-11 21:32:43.907 UTC, , , , , , , , , ,8069,5294013,2133496,6720, ,69, ,102, , , , , , , , , ,69,33, , , ,27,46,29, ,52, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2940903,13745639424,63,63,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2940903,1686518443847,,, , , , , , , , , ,3145728,2940873,3,3,3,3, , , , , , ,2, ,3,1, , ,1, , , , , , , , , ,2245,2, , , , , , , , ,1419248360, , , , , , , ,119,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8, , , ,2,80,4,8, , , , , , , , , 
2023-06-11 21:33:43.909 UTC, , , , , , , , , ,8069,5294013,2133496,6720, ,69, ,89, , , , , , , , , ,69,33, , , ,27,46,29, ,48, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2942021,13738426368,63,63,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2942021,1686518443847,,, , , , , , , , , ,3145728,2941991,8,8,8,8, , , , , , ,1, ,3,1, , ,1, , , , , , , , , ,1118,1, , , , , , , , ,1480065768, , , , , , , ,88, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , ,1,68,9,4, , , , , , , , , 
2023-06-11 21:34:43.910 UTC, , , , , , , , , ,8069,5286861,2126344,6720, ,69, ,103, , , , , , , , , ,69,33, , , ,27,46,29, ,43, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2943418,13738254336,63,63,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2943418,1686518443847,,, , , , , , , , , ,3145728,2943388,4,4,4,4, , , , , , ,1, ,3,1, , ,1, , , , , , , , , ,1397,1, , , , , , , , ,1542980328,1, , , , , , ,103, , , , , ,4, , , , , , , , , , , , , , , , , , , , , , ,10, , , ,1,65,4,4, , , , , , , , , 
2023-06-11 21:35:43.911 UTC, , , , , , , , , ,8069,5286861,2126344,6720, ,69, ,65, , , , , , , , , ,69,33, , , ,27,46,29, ,33, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2944530,13738090496,63,63,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2944530,1686518443847,,, , , , , , , , , ,3145728,2944500,3,3,3,3, , , , , , ,1, ,3,1, , ,1, , , , , , , , , ,1112,1, , , , , , , , ,1591214824,1, , , , , , ,69, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , ,1,49,4,4, , , , , , , , , 
2023-06-11 21:36:43.912 UTC, , , , , , , , , ,8509,5287301,2126344,6720, ,69, ,90, , , , , , , , , ,69,33, , , ,27,46,29, ,31, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2950085,13732257792,63,63,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2950085,1686518443847,,, , , , , , , , , ,3145728,2950055,8,8,8,8, , , , , , ,2, ,3,1, , ,1, , , , , , , , , ,5555,2, , , , , , , , ,1633157864,1, , , , , , ,83, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,4, , ,58,12,6, , , , , , , , , 
2023-06-11 21:37:43.913 UTC, , , , , , , , , ,8509,5287301,2126344,6720, ,69, ,36, , , , , , , , , ,69,33, , , ,27,46,29, ,24, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2950085,13737738240,63,63,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2950085,1686518443847,,, , , , , , , , , ,3145728,2950055, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,1681392360, , , , , , , ,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,32,4, , , , , , , , , , 
2023-06-11 21:38:43.914 UTC, , , , , , , , , ,8509,5287301,2126344,6720, ,69, ,36, , , , , , , , , ,69,33, , , ,27,46,29, ,24, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2950085,13725675520,63,63,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2950085,1686518443847,,, , , , , , , , , ,3145728,2950055, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,1727529704, , , , , , , ,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,32,4, , , , , , , , , , 
2023-06-11 21:39:43.915 UTC, , , , , , , , , ,8509,5287301,2126344,6720, ,69, ,36, , , , , , , , , ,69,33, , , ,27,46,29, ,24, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2950085,13731291136,63,63,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2950085,1686518443847,,, , , , , , , , , ,3145728,2950055, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,1771569896, , , , , , , ,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,32,4, , , , , , , , , , 
2023-06-11 21:40:43.916 UTC, , , , , , , , , ,8509,5287301,2126344,6720, ,69, ,36, , , , , , , , , ,69,33, , , ,27,46,29, ,24, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2950085,13737218048,63,63,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2950085,1686518443847,,, , , , , , , , , ,3145728,2950055, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,1823998696, , , , , , , ,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,32,4, , , , , , , , , , 
2023-06-11 21:41:43.917 UTC, , , , , , , , , ,8509,5287301,2126344,6720, ,69, ,90, , , , , , , , , ,69,33, , , ,27,46,29, ,31, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2955640,13722685440,63,63,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2955640,1686518443847,,, , , , , , , , , ,3145728,2955610,8,8,8,8, , , , , , ,2, ,3,1, , ,1, , , , , , , , , ,5555,2, , , , , , , , ,1874330344, , , , , , , ,83, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,4, , ,58,12,6, , , , , , , , , 
2023-06-11 21:42:43.918 UTC, , , , , , , , , ,8509,5286205,2125248,6720, ,69, ,63, , , , , , , , , ,69,33, , , ,27,46,29, ,30, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2956743,13727059968,63,63,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2956743,1686518443847,,, , , , , , , , , ,3145728,2956713,4,4,4,4, , , , , , ,1, ,3,1, , ,1, , , , , , , , , ,1103,1, , , , , , , , ,1922564840, , , , , , , ,64, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1, ,1,44,5,3, , , , , , , , , 
2023-06-11 21:43:43.919 UTC, , , , , , , , , ,8509,5286205,2125248,6720, ,69, ,32, , , , , , , , , ,69,33, , , ,27,46,29, ,20, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2956743,13733359616,63,63,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2956743,1686518443847,,, , , , , , , , , ,3145728,2956713, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,1968702184, , , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2023-06-11 21:44:43.920 UTC, , , , , , , , , ,8509,5286205,2125248,6720, ,69, ,32, , , , , , , , , ,69,33, , , ,27,46,29, ,20, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2956743,13719478272,63,63,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2956743,1686518443847,,, , , , , , , , , ,3145728,2956713, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,2012742376, , , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2023-06-11 21:45:43.921 UTC, , , , , , , , , ,8509,5286205,2125248,6720, ,69, ,32, , , , , , , , , ,69,33, , , ,27,46,29, ,20, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2956743,13725904896,63,63,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2956743,1686518443847,,, , , , , , , , , ,3145728,2956713, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,2071462632, , , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2023-06-11 21:46:43.922 UTC, , , , , , , , , ,8509,5286205,2125248,6720, ,69, ,91, , , , , , , , , ,69,33, , , ,27,46,29, ,29, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2962298,13732622336,62,62,62,62, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2962298,1686518443847,,, , , , , , , , , ,3145728,2962268,7,7,7,7, , , , , , ,2, ,3,1, , ,1, , , , , , , , , ,5555,2, , , , , , , , ,2119697128, , , , , , , ,84, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,4, ,1,58,13,6, , , , , , , , , 
2023-06-11 21:47:43.923 UTC, , , , , , , , , ,8509,5286205,2125248,6720, ,69, ,32, , , , , , , , , ,69,33, , , ,27,46,29, ,20, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2962298,13716054016,62,62,62,62, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2962298,1686518443847,,, , , , , , , , , ,3145728,2962268, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,2182611688, , , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2023-06-11 21:48:43.924 UTC, , , , , , , , , ,8509,5286205,2125248,6720, ,69, ,32, , , , , , , , , ,69,33, , , ,27,46,29, ,20, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2962298,13722861568,62,62,62,62, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2962298,1686518443847,,, , , , , , , , , ,3145728,2962268, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,2226651880, , , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2023-06-11 21:49:43.925 UTC, , , , , , , , , ,8509,5286205,2125248,6720, ,69, ,32, , , , , , , , , ,69,33, , , ,27,46,29, ,20, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2962298,13726212096,62,62,62,62, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2962298,1686518443847,,, , , , , , , , , ,3145728,2962268, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,2272789224, , , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2023-06-11 21:50:43.926 UTC, , , , , , , , , ,8509,5286205,2125248,6720, ,69, ,75, , , , , , , , , ,69,33, , , ,27,46,29, ,39, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2962298,13733564416,62,62,62,62, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2962298,1686518443847,,, , , , , , , , , ,3145728,2962268, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,2346189544, , , , , , , ,71, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,66,9, , , , , , , , , , 
2023-06-11 21:51:43.927 UTC, , , , , , , , , ,8509,5292773,2131816,6720, ,69, ,189, , , , , , , , , ,69,33, , , ,27,46,29, ,57, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2975738,13733273600,62,62,62,62, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2975738,1686518443847,,, , , , , , , , , ,3145728,2975708,8,8,8,8, , , , , , ,3, ,3,1, , ,1, , , , , , , , , ,13440,3, , , , , , , , ,2417492712, , , , , , , ,168, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,14, ,8,117,38,10, , , , , , , , , 
2023-06-11 21:52:43.928 UTC, , , , , , , , , ,8509,5299397,2138440,6720, ,69, ,80, , , , , , , , , ,69,33, , , ,27,46,29, ,29, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2983706,13714960384,62,62,62,62, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2983706,1686518443847,,, , , , , , , , , ,3145728,2983676,8,8,8,8, , , , , , ,1, ,3,1, , ,1, , , , , , , , , ,7968,1, , , , , , , , ,2474115816, , , , , , , ,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, , ,52,14,8, , , , , , , , , 
2023-06-11 21:53:43.929 UTC, , , , , , , , , ,8509,5299397,2138440,6720, ,69, ,45, , , , , , , , , ,69,33, , , ,27,46,29, ,30, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2983706,13720551424,62,62,62,62, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2983706,1686518443847,,, , , , , , , , , ,3145728,2983676, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,2520253160, , , , , , , ,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,40,5, , , , , , , , , , 
2023-06-11 21:54:43.930 UTC, , , , , , , , , ,8509,5299429,2138472,6720, ,69, ,138, , , , , , , , , ,69,33, , , ,27,46,29, ,42, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,2993085,13728428032,62,62,62,62, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2993085,1686518443847,,, , , , , , , , , ,3145728,2993055,7,7,5,7, , , , , , ,2, ,3,2, , ,1, , , , , , , , , ,9379,2, , , , , , , , ,2581070568, , , , , , , ,147, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,5, ,3,88,14,17, , , , , , , , , 
2023-06-11 21:55:43.931 UTC, , , , , , , , , ,8509,5299453,2138496,6720, ,69, ,140, , , , , , , , , ,69,33, , , ,27,46,29, ,45, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3002502,13734510592,62,62,62,62, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3002502,1686518443847,,, , , , , , , , , ,3145728,3002472,7,7,7,7, , , , , , ,2, ,3,1, , ,1, , , , , , , , , ,9417,2, , , , , , , , ,2648179432, , , , , , , ,148, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, ,6, ,3,91,15,17, , , , , , , , , 
2023-06-11 21:56:43.932 UTC, , , , , , , , , ,8509,5325925,2164968,6720, ,69, ,289, , , , , , , , , ,69,33, , , ,27,46,29, ,60, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3040083,13725642752,62,62,62,62, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3040083,1686518443847,,, , , , , , , , , ,3145728,3040053,8,8,7,8, , , , , , ,6, ,3,2, , ,1, , , , , , , , , ,37581,6, , , , , , , , ,2711093992, , , , , , , ,282, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,26, ,6,161,52,40, , , , , , , , , 
2023-06-11 21:57:43.933 UTC, , , , , , , , , ,8509,5330397,2169440,6720, ,69, ,349, , , , , , , , , ,69,33, , , ,27,46,29, ,62, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3062351,13734080512,62,62,62,62, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3062351,1686518443847,,, , , , , , , , , ,3145728,3070363,8,8,6,8, , , , , , ,7, ,3,3, , ,1, , , , , , , , , ,30310,7, , , , , , , , ,2771911400, , , , , , , ,388,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,20, ,20, ,15,196,42,52, , , , , , , , , 
2023-06-11 21:58:43.935 UTC, , , , , , , , , ,8509,5330397,2169440,6720, ,69, ,23, , , , , , , , , ,69,33, , , ,27,46,29, ,6, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3070393,13729423360,62,62,62,62, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3070393,1686518443847,,, , , , , , , , , ,3145728,3070363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,2815951592, , , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,15,4, , , , , , , , , , 
2023-06-11 21:59:43.936 UTC, , , , , , , , , ,8509,5303901,2142944,6720, ,69, ,290, , , , , , , , , ,69,33, , , ,27,46,29, ,46, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3077688,13720170496,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3077688,1686518443847,,, , , , , , , , , ,3145728,3085648,8,8,8,8, , , , , , ,6, ,3,2, , ,1, , , , , , , , , ,15285,6, , , , , , , , ,2864186088, , , , , , , ,381,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,25, ,5, ,15,188,14,54, , , , , , , , , 
2023-06-11 22:00:43.937 UTC, , , , , , , , , ,8509,5297277,2136320,6720, ,69, ,449, , , , , , , , , ,69,33, , , ,27,46,29, ,309,1, , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3096502,13728907264,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3096502,1686518443847,,, , , , , , , , , ,3145728,3096472,44,44,23,44, , ,1, , , ,3, ,3,2, ,1,1,118,1,7977,1, , , , , ,2847,2, , , , , , , , ,2927100648, , , , , , , ,334,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, ,6, ,4,118,15,26, , , , , , , , , 
2023-06-11 22:01:43.938 UTC, , , , , , , , , ,8509,5310525,2149568,6720, ,69, ,196, , , , , , , , , ,69,33, , , ,27,46,29, ,49, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3110047,13731020800,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3110047,1686518443847,,, , , , , , , , , ,3145728,3118020,3,3,3,3, , , , , , ,4, ,3,2, , ,1, , , , , , , , , ,21548,4, , , , , , , , ,2977432296, , , , , , , ,191, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,14, ,4,116,32,24, , , , , , , , , 
2023-06-11 22:02:43.939 UTC, , , , , , , , , ,8509,5323773,2162816,6720, ,69, ,240, , , , , , , , , ,69,33, , , ,27,46,29, ,63, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3143570,13721210880,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3143570,1686518443847,,, , , , , , , , , ,3145728,3143540,7,7,6,7, , , , , , ,4, ,3,2, , ,1, , , , , , , , , ,25520,4, , , , , , , , ,3036152552, , , , , , , ,252, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, ,15, ,5,146,32,36, , , , , , , , , 
2023-06-11 22:03:43.940 UTC, , , , , , , , , ,8509,5317173,2156216,6720, ,69, ,101, , , , , , , , , ,69,33, , , ,27,46,29, ,50, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3145042,13732937728,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3145042,1686518443847,,, , , , , , , , , ,3145728,3145012,4,4,4,4, , , , , , ,1, ,3,1, , ,1, , , , , , , , , ,1472,1, , , , , , , , ,3084387048, , , , , , , ,110, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , ,1,77,4,9, , , , , , , , , 
