time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2023-06-11 22:04:43.941 UTC, , , , , , , , , ,8509,5317149,2156192,6720, ,69, ,330, , , , , , , , , ,69,33, , , ,27,46,29, ,74, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3165373,13715632128,59,59,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3165373,1686518443847,,, , , , , , , , , ,3145728,3173359,23,23,11,23, , , , , , ,6, ,3,3, , ,1, , , , , , , , , ,28347,6, , , , , , , , ,3138913000, , , , , , , ,376,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,15, ,15, ,9,208,34,54, , , , , , , , , 
2023-06-11 22:05:43.942 UTC, , , , , , , , , ,8509,5317149,2156192,6720, ,69, ,244, , , , , , , , , ,69,33, , , ,27,46,29, ,68, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3192365,13722546176,59,59,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3192365,1686518443847,,, , , , , , , , , ,3145728,3192335,7,7,7,7, , , , , , ,4, ,3,1, , ,1, , , , , , , , , ,18976,4, , , , , , , , ,3193438952, , , , , , , ,272,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, ,10, ,6,158,24,36, , , , , , , , , 
2023-06-11 22:06:43.943 UTC, , , , , , , , , ,8509,5330397,2169440,6720, ,69, ,198, , , , , , , , , ,69,33, , , ,27,46,29, ,57, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3197920,13734928384,59,59,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3197920,1686518443847,,, , , , , , , , , ,3145728,3213961,13,13,9,13, , , , , , ,4, ,3,3, , ,1, , , , , , , , , ,21626,4, , , , , , , , ,3247964904, , , , , , , ,193, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,14, ,2,120,30,24, , , , , , , , , 
2023-06-11 22:07:43.944 UTC, , , , , , , , , ,8509,5303925,2142968,6720, ,69, ,199, , , , , , , , , ,69,33, , , ,27,46,29, ,35, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3219847,13734772736,58,58,58,58, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3219847,1686518443847,,, , , , , , , , , ,3145728,3219817,3,3,3,3, , , , , , ,4, ,3,1, , ,1, , , , , , , , , ,5856,4, , , , , , , , ,3294102248, , , , , , , ,265,5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,20, ,1, ,11,132,5,35, , , , , , , , , 
2023-06-11 22:08:43.945 UTC, , , , , , , , , ,8509,5297301,2136344,6720, ,69, ,112, , , , , , , , , ,69,33, , , ,27,46,29, ,42, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3222393,13734670336,58,58,58,58, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3222393,1686518443847,,, , , , , , , , , ,3145728,3222363,4,4,4,4, , , , , , ,2, ,3,1, , ,1, , , , , , , , , ,2546,2, , , , , , , , ,3340239592, , , , , , , ,131, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, , , ,2,80,4,13, , , , , , , , , 
2023-06-11 22:09:43.946 UTC, , , , , , , , , ,8509,5283477,2122520,6720, ,69, ,134, , , , , , , , , ,69,33, , , ,27,46,29, ,38, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3225204,13734563840,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3225204,1686518443847,,, , , , , , , , , ,3145728,3225174,7,7,7,7, , , , , , ,2, ,3,1, , ,1, , , , , , , , , ,2811,2, , , , , , , , ,3388474088, , , , , , , ,152,1, , , , ,4, , , , , , , , , , , , , , , , , , , , , , ,15, , , ,2,84,4,13, , , , , , , , , 
2023-06-11 22:10:43.947 UTC, , , , , , , , , ,8509,5283477,2122520,6720, ,69, ,28, , , , , , , , , ,69,33, , , ,27,46,29, ,16, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3225204,13734461440,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3225204,1686518443847,,, , , , , , , , , ,3145728,3225174, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,3436708584, , , , , , , ,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24,4, , , , , , , , , , 
2023-06-11 22:11:43.948 UTC, , , , , , , , , ,8509,5303325,2142368,6720, ,69, ,235, , , , , , , , , ,69,33, , , ,27,46,29, ,44, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3246659,13734338560,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3246659,1686518443847,,, , , , , , , , , ,3145728,3254616,7,7,7,7, , , , , , ,5, ,3,3, , ,1, , , , , , , , , ,29442,5, , , , , , , , ,3493331688, , , , , , , ,216, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,24, ,6,121,52,28, , , , , , , , , 
2023-06-11 22:12:43.949 UTC, , , , , , , , , ,8949,5310389,2148992,6720, ,69, ,91, , , , , , , , , ,69,33, , , ,27,46,29, ,35, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3262646,13734219776,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3262646,1686518443847,,, , , , , , , , , ,3145728,3262616,3,3,3,3, , , , , , ,1, ,3,1, , ,1, , , , , , , , , ,8000,1, , , , , , , , ,3545760488, , , , , , , ,88, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, ,2,63,14,9, , , , , , , , , 
2023-06-11 22:13:43.950 UTC, , , , , , , , , ,8949,5330333,2168936,6720, ,69, ,301, , , , , , , , , ,69,33, , , ,27,46,29, ,69, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3295257,13734068224,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3295257,1686518443847,,, , , , , , , , , ,3145728,3295227,8,8,4,8, , , , , , ,9, ,3,2, , ,1, , , , , , , , , ,32611,9, , , , , , , , ,3629646568, , , , , , , ,285, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30, ,4,170,60,41, , , , , , , , , 
2023-06-11 22:14:43.950 UTC, , , , , , , , , ,8949,5310485,2149088,6720, ,69, ,162, , , , , , , , , ,69,33, , , ,27,46,29, ,34, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3299700,13733969920,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3299700,1686518443847,,, , , , , , , , , ,3145728,3299670,3,3,3,3, , , , , , ,3, ,3,1, , ,1, , , , , , , , , ,4443,3, , , , , , , , ,3677881064, , , , , , , ,211,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,15, , , ,11,108,4,27, , , , , , , , , 
2023-06-11 22:15:43.951 UTC, , , , , , , , , ,8949,5297237,2135840,6720, ,69, ,138, , , , , , , , , ,69,33, , , ,27,46,29, ,50, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3302597,13733871616,56,56,56,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3302597,1686518443847,,, , , , , , , , , ,3145728,3302567,8,8,8,8, , , , , , ,2, ,3,1, , ,1, , , , , , , , , ,2897,2, , , , , , , , ,3724018408, , , , , , , ,165,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , ,2,100,4,18, , , , , , , , , 
2023-06-11 22:16:43.952 UTC, , , , , , , , , ,8949,5290525,2129128,6720, ,69, ,143, , , , , , , , , ,69,33, , , ,27,46,29, ,45, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3309585,13733773312,56,56,56,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3309585,1686518443847,,, , , , , , , , , ,3145728,3309555,13,13,13,13, , , , , , ,3, ,3,1, , ,1, , , , , , , , , ,6988,3, , , , , , , , ,3772252904, , , , , , , ,149, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,4, ,1,91,12,15, , , , , , , , , 
2023-06-11 22:17:43.953 UTC, , , , , , , , , ,8949,5290525,2129128,6720, ,69, ,40, , , , , , , , , ,69,33, , , ,27,46,29, ,28, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3309585,13733666816,56,56,56,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3309585,1686518443847,,, , , , , , , , , ,3145728,3309555, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,3816293096, , , , , , , ,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36,4, , , , , , , , , , 
2023-06-11 22:18:43.954 UTC, , , , , , , , , ,8949,5290525,2129128,6720, ,69, ,40, , , , , , , , , ,69,33, , , ,27,46,29, ,28, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3309585,13733580800,56,56,56,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3309585,1686518443847,,, , , , , , , , , ,3145728,3309555, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,3864527592, , , , , , , ,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36,4, , , , , , , , , , 
2023-06-11 22:19:43.955 UTC, , , , , , , , , ,8949,5290525,2129128,6720, ,69, ,40, , , , , , , , , ,69,33, , , ,27,46,29, ,28, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3309585,13733474304,56,56,56,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3309585,1686518443847,,, , , , , , , , , ,3145728,3309555, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,3921150696, , , , , , , ,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36,4, , , , , , , , , , 
2023-06-11 22:20:43.955 UTC, , , , , , , , , ,8949,5290525,2129128,6720, ,69, ,40, , , , , , , , , ,69,33, , , ,27,46,29, ,28, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3309585,13733371904,56,56,56,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3309585,1686518443847,,, , , , , , , , , ,3145728,3309555, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,3967288040, , , , , , , ,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36,4, , , , , , , , , , 
2023-06-11 22:21:43.956 UTC, , , , , , , , , ,8949,5290525,2129128,6720, ,69, ,94, , , , , , , , , ,69,33, , , ,27,46,29, ,35, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3315140,13733273600,56,56,56,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3315140,1686518443847,,, , , , , , , , , ,3145728,3315110,6,6,6,6, , , , , , ,2, ,3,1, , ,1, , , , , , , , , ,5555,2, , , , , , , , ,4017619688, , , , , , , ,87, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,4, , ,62,12,6, , , , , , , , , 
2023-06-11 22:22:43.957 UTC, , , , , , , , , ,8949,5290525,2129128,6720, ,69, ,40, , , , , , , , , ,69,33, , , ,27,46,29, ,28, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3315140,13733183488,56,56,56,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3315140,1686518443847,,, , , , , , , , , ,3145728,3315110, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,4065854184, , , , , , , ,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36,4, , , , , , , , , , 
2023-06-11 22:23:43.958 UTC, , , , , , , , , ,8949,5290525,2129128,6720, ,69, ,40, , , , , , , , , ,69,33, , , ,27,46,29, ,28, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3315140,13733085184,56,56,56,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3315140,1686518443847,,, , , , , , , , , ,3145728,3315110, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,1,27,399814696, , , , , , , ,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36,4, , , , , , , , , , 
2023-06-11 22:24:43.959 UTC, , , , , , , , , ,8949,5290525,2129128,6720, ,69, ,40, , , , , , , , , ,69,33, , , ,27,46,29, ,28, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3315140,13732995072,56,56,56,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3315140,1686518443847,,, , , , , , , , , ,3145728,3315110, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,445952040, , , , , , , ,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36,4, , , , , , , , , , 
2023-06-11 22:25:43.960 UTC, , , , , , , , , ,8949,5290525,2129128,6720, ,69, ,40, , , , , , , , , ,69,33, , , ,27,46,29, ,28, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3315140,13732896768,56,56,56,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3315140,1686518443847,,, , , , , , , , , ,3145728,3315110, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,492089384, , , , , , , ,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36,4, , , , , , , , , , 
2023-06-11 22:26:43.961 UTC, , , , , , , , , ,8949,5290525,2129128,6720, ,69, ,94, , , , , , , , , ,69,33, , , ,27,46,29, ,35, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3320695,13732798464,56,56,56,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3320695,1686518443847,,, , , , , , , , , ,3145728,3320665,7,7,7,7, , , , , , ,2, ,3,1, , ,1, , , , , , , , , ,5555,2, , , , , , , , ,542421032, , , , , , , ,87, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,4, , ,62,12,6, , , , , , , , , 
2023-06-11 22:27:43.962 UTC, , , , , , , , , ,8949,5290525,2129128,6720, ,69, ,40, , , , , , , , , ,69,33, , , ,27,46,29, ,28, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3320695,13732696064,56,56,56,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3320695,1686518443847,,, , , , , , , , , ,3145728,3320665, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,590655528, , , , , , , ,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36,4, , , , , , , , , , 
2023-06-11 22:28:43.962 UTC, , , , , , , , , ,8949,5290525,2129128,6720, ,69, ,40, , , , , , , , , ,69,33, , , ,27,46,29, ,28, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3320695,13732601856,56,56,56,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3320695,1686518443847,,, , , , , , , , , ,3145728,3320665, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,636792872, , , , , , , ,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36,4, , , , , , , , , , 
2023-06-11 22:29:43.963 UTC, , , , , , , , , ,8949,5290525,2129128,6720, ,69, ,40, , , , , , , , , ,69,33, , , ,27,46,29, ,28, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3320695,13732507648,56,56,56,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3320695,1686518443847,,, , , , , , , , , ,3145728,3320665, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,693415976, , , , , , , ,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36,4, , , , , , , , , , 
2023-06-11 22:30:43.964 UTC, , , , , , , , , ,8949,5290525,2129128,6720, ,69, ,40, , , , , , , , , ,69,33, , , ,27,46,29, ,28, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3320695,13732413440,56,56,56,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3320695,1686518443847,,, , , , , , , , , ,3145728,3320665, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,741650472, , , , , , , ,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36,4, , , , , , , , , , 
2023-06-11 22:31:43.965 UTC, , , , , , , , , ,8949,5290525,2129128,6720, ,69, ,94, , , , , , , , , ,69,33, , , ,27,46,29, ,35, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3326250,13732315136,56,56,56,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3326250,1686518443847,,, , , , , , , , , ,3145728,3326220,8,8,8,8, , , , , , ,2, ,3,1, , ,1, , , , , , , , , ,5555,2, , , , , , , , ,789884968, , , , , , , ,87, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,4, , ,62,12,6, , , , , , , , , 
2023-06-11 22:32:43.966 UTC, , , , , , , , , ,8949,5287301,2125904,6720, ,69, ,67, , , , , , , , , ,69,33, , , ,27,46,29, ,34, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3327357,13732220928,56,56,56,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3327357,1686518443847,,, , , , , , , , , ,3145728,3327327,3,3,3,3, , , , , , ,1, ,3,1, , ,1, , , , , , , , , ,1107,1, , , , , , , , ,836022312, , , , , , , ,70, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , ,1,49,4,4, , , , , , , , , 
2023-06-11 22:33:43.967 UTC, , , , , , , , , ,8949,5293901,2132504,6720, ,69, ,87, , , , , , , , , ,69,33, , , ,27,46,29, ,31, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3327357,13732118528,56,56,56,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3327357,1686518443847,,, , , , , , , , , ,3145728,3335303,10,10,10,10, , , , , , ,1, ,3,1, , ,1, , , , , , , , , ,7976,1, , , , , , , , ,888451112, , , , , , , ,81, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,2,57,16,8, , , , , , , , , 
2023-06-11 22:34:43.967 UTC, , , , , , , , , ,8949,5299565,2138168,6720, ,69, ,191, , , , , , , , , ,69,33, , , ,27,46,29, ,50, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3351635,13732020224,56,56,56,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3351635,1686518443847,,, , , , , , , , , ,3145728,3351605,3,3,3,3, , , , , , ,4, ,3,1, , ,1, , , , , , , , , ,16302,4, , , , , , , , ,936685608, , , , , , , ,182, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14, , ,117,34,26, , , , , , , , , 
2023-06-11 22:35:43.968 UTC, , , , , , , , , ,8949,5311853,2150456,6720, ,69, ,277, , , , , , , , , ,69,33, , , ,27,46,29, ,74, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3351635,13731921920,56,56,56,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3351635,1686518443847,,, , , , , , , , , ,3145728,3376018,9,9,8,9, , , , , , ,5, ,3,2, , ,1, , , , , , , , , ,24413,5, , , , , , , , ,1018474536,1, , , , , , ,264, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19, ,2,174,52,35, , , , , , , , , 
2023-06-11 22:36:43.969 UTC, , , , , , , , , ,8949,5308421,2147024,6720, ,69, ,449, , , , , , , , , ,69,33, , , ,27,46,30, ,156, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3391276,13731553280,55,55,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3391276,1686518443847,,, , , , , , , , , ,3145728,3391246,4,4,4,4, , , , , , ,6, ,3,1, , ,1, , , , , , , , , ,15228,6, , , , , , , , ,1232384040,1, , , , , , ,435, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,19, ,12,331,45,25, , , , , , , , , 
2023-06-11 22:37:43.970 UTC, , , , , , , , , ,8949,5308421,2147024,6720, ,69, ,30, , , , , , , , , ,69,33, , , ,27,46,30, ,13, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3391276,13731463168,55,55,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3391276,1686518443847,,, , , , , , , , , ,3145728,3391246, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,1278521384, , , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,22,4, , , , , , , , , , 
2023-06-11 22:38:43.971 UTC, , , , , , , , , ,8949,5301709,2140312,6720, ,69, ,79, , , , , , , , , ,69,33, , , ,27,46,30, ,22, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3392762,13731364864,55,55,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3392762,1686518443847,,, , , , , , , , , ,3145728,3392732,3,3,3,3, , , , , , ,1, ,3,1, , ,1, , , , , , , , , ,1486,1, , , , , , , , ,1324658728, , , , , , , ,91, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , ,10,49,4,9, , , , , , , , , 
2023-06-11 22:39:43.972 UTC, , , , , , , , , ,8949,5301709,2140312,6720, ,69, ,30, , , , , , , , , ,69,33, , , ,27,46,30, ,13, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3392762,13731262464,55,55,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3392762,1686518443847,,, , , , , , , , , ,3145728,3392732, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,1370796072,1, , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,22,4, , , , , , , , , , 
